领域代码,领域,地区代码(M49),地区,要素代码,要素,科目代码(CPC),科目,年份代码,年份,单位,值,标识,标识描述,说明
SCL,供应利用账目(2010-),418,老挝,5910,出口数量,1221,西瓜,2022,2022,t,93000,E,Estimatedvalue,
SCL,供应利用账目(2010-),418,老挝,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,40605.22,E,Estimatedvalue,
SCL,供应利用账目(2010-),418,老挝,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,3.02,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),418,老挝,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,14.77,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),608,菲律宾,5510,Production,1221,西瓜,2022,2022,t,134619.13,A,Officialfigure,
SCL,供应利用账目(2010-),608,菲律宾,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,123344.92,E,Estimatedvalue,
SCL,供应利用账目(2010-),608,菲律宾,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,0.6,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),608,菲律宾,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,2.92,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),496,蒙古,5610,进口数量,1221,西瓜,2022,2022,t,6033.09,A,Officialfigure,
SCL,供应利用账目(2010-),496,蒙古,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,6033.09,E,Estimatedvalue,
SCL,供应利用账目(2010-),496,蒙古,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,1,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),496,蒙古,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,4.86,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),704,越南,5510,Production,1221,西瓜,2022,2022,t,1200408.85,A,Officialfigure,
SCL,供应利用账目(2010-),704,越南,5610,进口数量,1221,西瓜,2022,2022,t,4876,A,Officialfigure,
SCL,供应利用账目(2010-),704,越南,5910,出口数量,1221,西瓜,2022,2022,t,44570,A,Officialfigure,
SCL,供应利用账目(2010-),704,越南,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,1059828.83,E,Estimatedvalue,
SCL,供应利用账目(2010-),704,越南,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,6.05,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),704,越南,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,29.57,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),512,阿曼,5510,Production,1221,西瓜,2022,2022,t,48802,A,Officialfigure,
SCL,供应利用账目(2010-),512,阿曼,5610,进口数量,1221,西瓜,2022,2022,t,39070,E,Estimatedvalue,
SCL,供应利用账目(2010-),512,阿曼,5910,出口数量,1221,西瓜,2022,2022,t,14302.39,X,Figurefrominternationalorganizations,Estimateddatausingtradingpartnersdatabase
SCL,供应利用账目(2010-),512,阿曼,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,68552.37,E,Estimatedvalue,
SCL,供应利用账目(2010-),512,阿曼,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,8.4,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),512,阿曼,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,41.04,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),31,阿塞拜疆,5510,Production,1221,西瓜,2022,2022,t,375087.3,A,Officialfigure,
SCL,供应利用账目(2010-),31,阿塞拜疆,5610,进口数量,1221,西瓜,2022,2022,t,954.45,A,Officialfigure,
SCL,供应利用账目(2010-),31,阿塞拜疆,5910,出口数量,1221,西瓜,2022,2022,t,14056.03,A,Officialfigure,
SCL,供应利用账目(2010-),31,阿塞拜疆,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,291169.68,E,Estimatedvalue,
SCL,供应利用账目(2010-),31,阿塞拜疆,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,15.76,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),31,阿塞拜疆,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,77.01,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),4,阿富汗,5510,Production,1221,西瓜,2022,2022,t,911090.55,I,Imputedvalue,
SCL,供应利用账目(2010-),4,阿富汗,5610,进口数量,1221,西瓜,2022,2022,t,2878.19,X,Figurefrominternationalorganizations,Estimateddatausingtradingpartnersdatabase
SCL,供应利用账目(2010-),4,阿富汗,5910,出口数量,1221,西瓜,2022,2022,t,2649.16,X,Figurefrominternationalorganizations,Estimateddatausingtradingpartnersdatabase
SCL,供应利用账目(2010-),4,阿富汗,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,774224.26,E,Estimatedvalue,
SCL,供应利用账目(2010-),4,阿富汗,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,10.55,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),4,阿富汗,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,51.57,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),760,叙利亚,5510,Production,1221,西瓜,2022,2022,t,348711,A,Officialfigure,
SCL,供应利用账目(2010-),760,叙利亚,5610,进口数量,1221,西瓜,2022,2022,t,6966.27,X,Figurefrominternationalorganizations,Estimateddatausingtradingpartnersdatabase
SCL,供应利用账目(2010-),760,叙利亚,5910,出口数量,1221,西瓜,2022,2022,t,3649.04,X,Figurefrominternationalorganizations,Estimateddatausingtradingpartnersdatabase
SCL,供应利用账目(2010-),760,叙利亚,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,300394.74,E,Estimatedvalue,
SCL,供应利用账目(2010-),760,叙利亚,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,7.61,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),760,叙利亚,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,37.2,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),784,阿联酋,5510,Production,1221,西瓜,2022,2022,t,2496.98,I,Imputedvalue,
SCL,供应利用账目(2010-),784,阿联酋,5610,进口数量,1221,西瓜,2022,2022,t,284381.44,A,Officialfigure,
SCL,供应利用账目(2010-),784,阿联酋,5910,出口数量,1221,西瓜,2022,2022,t,59515.77,A,Officialfigure,
SCL,供应利用账目(2010-),784,阿联酋,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,110493.33,E,Estimatedvalue,
SCL,供应利用账目(2010-),784,阿联酋,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,6.56,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),784,阿联酋,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,32.06,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),462,马尔代夫,5610,进口数量,1221,西瓜,2022,2022,t,7641.33,A,Officialfigure,
SCL,供应利用账目(2010-),462,马尔代夫,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,7436.21,E,Estimatedvalue,
SCL,供应利用账目(2010-),462,马尔代夫,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,7.96,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),462,马尔代夫,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,38.9,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),458,马来西亚,5510,Production,1221,西瓜,2022,2022,t,135682.48,A,Officialfigure,
SCL,供应利用账目(2010-),458,马来西亚,5610,进口数量,1221,西瓜,2022,2022,t,1779.08,A,Officialfigure,
SCL,供应利用账目(2010-),458,马来西亚,5910,出口数量,1221,西瓜,2022,2022,t,35626.29,A,Officialfigure,
SCL,供应利用账目(2010-),458,马来西亚,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,89586.3,E,Estimatedvalue,
SCL,供应利用账目(2010-),458,马来西亚,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,1.48,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),458,马来西亚,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,7.23,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),422,黎巴嫩,5510,Production,1221,西瓜,2022,2022,t,55439.53,I,Imputedvalue,
SCL,供应利用账目(2010-),422,黎巴嫩,5610,进口数量,1221,西瓜,2022,2022,t,2307.38,A,Officialfigure,
SCL,供应利用账目(2010-),422,黎巴嫩,5910,出口数量,1221,西瓜,2022,2022,t,340.31,A,Officialfigure,
SCL,供应利用账目(2010-),422,黎巴嫩,5141,食品消费数量(吨),1221,西瓜,2022,2022,t,52924.89,E,Estimatedvalue,
SCL,供应利用账目(2010-),422,黎巴嫩,664,食品消费(大卡/人均/克),1221,西瓜,2022,2022,大卡/人均/克,5.4,X,Figurefrominternationalorganizations,非正式数据
SCL,供应利用账目(2010-),422,黎巴嫩,665,食品数量/日/人均/克),1221,西瓜,2022,2022,克/人/天,26.41,X,Figurefrominternationalorganizations,非正式数据
